Ticker,Name,Sector,Country,Exchange,Market Cap,Last Price,Total Return (YTD),Total Return (6M),Total Return (1Y),Total Return (3Y),Total Return (5Y),Total Return (10Y),CAGR Total Return (3Y),CAGR Total Return (5Y),CAGR Total Return (10Y),SMA (100D),SMA (150D),SMA (200D),SMA (250D),SMA (300D),Volatility (1Y),Volatility (6M),Buyback Yield (LTM),Div Yield (TTM),Total Revenues/CAGR (1Y FY),Total Revenues/CAGR (2Y FY),Total Revenues/CAGR (3Y FY),Total Revenues/CAGR (5Y FY),Total Revenues/CAGR (7Y FY),Total Revenues/CAGR (10Y FY),EBIT/CAGR (1Y FY),EBIT/CAGR (2Y FY),EBIT/CAGR (3Y FY),EBIT/CAGR (5Y FY),EBIT/CAGR (7Y FY),EBIT/CAGR (10Y FY),Gross Profit/CAGR (1Y FY),Gross Profit/CAGR (2Y FY),Gross Profit/CAGR (3Y FY),Gross Profit/CAGR (5Y FY),Gross Profit/CAGR (7Y FY),Gross Profit/CAGR (10Y FY),Net Income/CAGR (1Y FY),Net Income/CAGR (2Y FY),Net Income/CAGR (3Y FY),Net Income/CAGR (5Y FY),Net Income/CAGR (7Y FY),Net Income/CAGR (10Y FY),Total Equity/CAGR (1Y FY),Total Equity/CAGR (2Y FY),Total Equity/CAGR (3Y FY),Total Equity/CAGR (5Y FY),Total Equity/CAGR (7Y FY),Total Equity/CAGR (10Y FY),Tangible Book Value/CAGR (1Y FY),Tangible Book Value/CAGR (2Y FY),Tangible Book Value/CAGR (3Y FY),Tangible Book Value/CAGR (5Y FY),Tangible Book Value/CAGR (7Y FY),Tangible Book Value/CAGR (10Y FY)
LSPK,LifeSpeak Inc.,Information Technology,Canada,TSX,47.77,1.22,-80.79,-83.15,-84.58,,,,,,,3.60,4.71,5.35,5.92,,111.77,148.39,-192.88,,130.73,76.96,51.43,,,,-432.13,630.53,96.43,,,,130.69,78.99,51.59,,,,-27020.86,565.61,266.91,,,,,,,,,,-224.60,-8.81,,,,
LTE,Lite Access Technologies Inc.,Information Technology,Canada,TSXV,2.79,0.0500,-56.52,-62.96,-71.43,-80.77,-97.61,,-42.22,-52.54,,0.0881,0.1010,0.1111,0.1241,0.1399,86.39,99.51,-23.98,,203.69,-23.23,-9.50,-10.63,35.55,,-19.20,-27.34,-36.37,9.18,85.46,,-2060.16,-12.79,-22.76,-22.92,25.69,,-112.43,-36.12,-40.86,8.06,82.47,,,,,,,,-276.73,-40.18,-40.99,-16.36,46.64,
LTH,Lithium Ionic Corp.,Materials,Canada,TSXV,68.10,0.88,,,,,,,,,,,,,,,118.59,118.59,-18.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTV,Leonovus Inc.,Information Technology,Canada,TSXV,1.93,0.1200,-36.84,-31.43,-66.20,-91.11,-93.85,-96.92,-55.31,-42.67,-29.37,0.1707,0.1761,0.2054,0.252,0.350,120.78,127.22,-122.83,,-76.15,56.12,63.90,19.80,-18.27,-5.63,43.35,-36.29,-27.68,9.30,-8.67,-4.21,-76.15,56.12,63.90,19.80,-18.27,-5.63,43.23,-38.76,-25.46,10.54,16.79,-3.61,,,,,,,78.07,17.46,-33.85,-19.82,4.39,-2.67
LUC,Lucara Diamond Corp.,Materials,Canada,TSX,212.49,0.61,3.39,3.39,-19.74,-58.65,-75.43,34.42,-25.46,-24.44,3.00,0.64,0.63,0.63,0.64,0.66,46.77,50.63,-14.70,,83.68,9.31,9.30,-4.88,-2.03,,-276.78,53.68,18.09,-21.11,-14.61,15.30,219.26,14.25,14.65,-9.86,-5.69,,-190.67,36.90,26.93,-19.54,-9.34,2.77,,,,,,,22.58,3.24,1.22,2.68,-0.02,3.15
LUCK,Real Luck Group Ltd.,Consumer Discretionary,Canada,TSXV,4.49,0.0850,-62.22,-59.52,-79.01,,,,,,,0.1651,0.1830,0.2016,0.2380,0.304,88.73,87.10,-2.57,,-66.65,150.12,,,,,60.17,-34.22,14.57,,,,24.78,85.36,56.88,,,,57.06,-35.17,11.00,,,,,,,,,,337.61,220.15,25.84,,,
LUFF,Luff Enterprises Ltd.,Health Care,Canada,CNSX,6.63,0.0200,33.33,33.33,-33.33,-80.00,,,-38.24,,,0.0149,0.0158,0.0174,0.0211,0.0253,335.19,400.01,-4.12,,3307.56,-4.10,-36.62,,,,-12.52,-42.08,-45.98,,,,1349.59,-51.17,-56.37,,,,-62.79,-67.29,-56.83,,,,,,,,,,-23.38,-27.09,-36.82,,,
LUG,Lundin Gold Inc.,Materials,Canada,TSX,1421.37,7.87,-24.47,-18.36,-25.26,17.99,58.67,96.75,5.66,9.66,6.98,10.28,10.07,10.28,10.38,10.54,44.56,49.34,-1.34,,104.75,,,,,,111.59,246.52,133.94,41.94,80.48,76.79,105.63,,,68.64,113.88,,-569.54,36.44,115.69,28.66,125.42,75.46,,,,,,,38.79,32.09,10.84,24.73,14.71,46.19
LUM,Lumina Gold Corp.,Materials,Canada,TSXV,111.28,0.385,-39.84,-31.25,-48.67,-34.75,-31.89,-7.37,-13.24,-7.38,-0.76,0.52,0.54,0.55,0.58,0.62,46.29,50.20,-13.87,,,,,,,,-1.92,-32.00,-21.32,14.70,13.66,26.20,,,,,,,-0.62,-30.37,-32.34,15.23,13.86,41.41,,,,,,,256.65,25.44,-0.51,-21.55,26.90,21.58
LUN,Lundin Mining Corporation,Materials,Canada,TSX,4342.05,7.26,-24.73,-30.63,-34.09,11.09,4.28,102.05,3.56,0.84,7.28,11.05,10.93,10.79,10.69,10.97,45.43,43.93,0.57,7.71,63.05,32.62,24.48,16.58,19.59,15.56,216.36,102.40,62.20,37.85,141.36,21.92,100.14,51.32,35.78,22.68,28.22,16.76,362.30,116.00,58.53,3.35,31.86,15.56,,,,,,,12.76,9.09,5.47,6.53,0.91,3.06
LUR,Labrador Uranium Inc.,Energy,Canada,CNSX,24.15,0.50,,,,,,,,,,,,,,,165.59,165.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,Newlox Gold Ventures Corp.,Industrials,Canada,CNSX,15.22,0.1550,-34.04,-35.42,-68.37,287.50,210.00,,56.62,25.32,,0.1915,0.2021,0.2284,0.268,0.277,80.74,73.34,-20.46,,-50.12,,,33.64,,,184.96,83.68,45.73,44.53,36.88,,-16.66,216.18,,96.51,,,286.59,111.91,148.68,49.60,41.78,,,,,,,,-73.17,-30.37,65.41,28.52,0.84,
LUXX,Luxxfolio Holdings Inc.,Information Technology,Canada,CNSX,8.32,0.1250,-73.68,-71.59,-56.14,25.00,,,7.71,,,0.2394,0.296,0.417,0.423,0.409,124.83,131.00,-106.62,,,,,,,,1240.12,72.68,26.45,,,,-2189.81,,,,,,1713.75,49.22,16.36,,,,,,,,,,5707.12,799.84,173.23,,,
LVT,Levitee Labs Inc.,Health Care,Canada,CNSX,1.48,0.0200,-93.75,-92.45,,,,,,,,0.0427,0.1101,0.1859,,,138.62,174.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVX,Leviathan Gold Ltd.,Materials,Canada,TSXV,3.06,0.0400,-69.23,-68.00,-87.30,,,,,,,0.0872,0.1033,0.1267,0.1521,0.1975,102.45,115.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LWRK,LifeWorks Inc.,Industrials,Canada,TSX,1651.31,30.93,23.25,19.96,-8.68,11.82,73.81,289.27,3.79,11.67,14.54,22.13,23.58,25.06,27.11,28.11,73.99,101.73,,2.52,4.10,7.09,12.17,11.48,9.62,10.82,-104.29,-78.10,-67.01,-46.66,-34.49,-24.64,-0.48,3.40,8.99,9.08,8.70,9.24,-143.07,12.68,3.38,-1.52,-0.61,-0.33,,,,,,,-0.24,-9.67,-4.73,14.96,7.52,8.09
LXG,LexaGene Holdings Inc.,Health Care,United States,TSXV,14.90,0.1400,-50.00,-58.21,-74.55,-78.79,-74.55,,-40.31,-23.91,,0.2026,0.2430,0.306,0.343,0.392,92.59,105.94,-33.87,,29.57,,,,,,6.97,20.86,9.60,62.13,109.28,,359.55,,,,,,6.98,20.89,9.61,19.57,109.28,,,,,,,,-41.22,30.17,70.07,49.90,153.96,
LXR,LXRandCo Inc.,Consumer Discretionary,Canada,TSX,8.19,0.1150,-17.86,-11.54,0.00,-61.67,-98.55,,-27.31,-57.08,,0.1098,0.1156,0.1125,0.1113,0.1137,69.63,57.29,-66.75,,30.88,-32.92,-22.69,-3.80,4.86,,-60.78,-47.28,-47.39,20.91,37.79,,45.91,-28.71,-13.66,-1.91,8.15,,-62.41,-47.25,-49.27,-32.83,24.87,,,,,,,,-91.03,-67.05,-65.29,-58.54,-11.37,
MADI,Madi Minerals Ltd.,Materials,Canada,CNSX,1.31,0.1200,,,,,,,,,,,,,,,372.42,372.42,-33.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAE,Maritime Resources Corp.,Materials,Canada,TSXV,16.91,0.0550,-57.69,-59.26,-67.65,-35.29,-50.00,-60.71,-13.48,-12.92,-8.91,0.0899,0.1037,0.1113,0.1193,0.1321,71.72,68.41,-28.27,,,,,,,,62.07,37.79,29.28,20.17,27.54,23.31,,,,,,,24.54,-10.19,-13.11,3.11,16.52,37.34,,,,,,,44.24,62.70,53.46,43.16,33.70,28.08
MAG,MAG Silver Corp.,Materials,Canada,TSX,1063.57,14.03,-29.25,-25.45,-45.41,5.17,-15.53,53.67,1.69,-3.31,4.38,18.97,19.10,19.98,20.61,21.49,51.23,57.27,-4.15,,,,,,,,28.80,14.80,10.27,-29.12,-4.42,1.82,,,,,,,-184.90,16.67,1.27,-35.94,-13.13,-3.10,,,,,,,16.06,30.67,19.78,15.88,12.09,13.79
MAGT,Magnet Forensics Inc.,Information Technology,Canada,TSX,556.92,17.75,-46.00,-36.06,-32.43,,,,,,,22.03,24.05,27.44,30.76,29.88,68.51,64.00,-16.92,,37.20,34.85,37.92,,,,10.24,183.62,134.14,,,,35.13,34.12,37.33,,,,-30.77,174.68,101.45,,,,,,,,,,-903.17,327.42,190.62,,,
MAH,Marksmen Energy Inc.,Energy,Canada,TSXV,8.90,0.0700,40.00,40.00,27.27,27.27,27.27,-26.32,8.32,4.93,-3.00,0.0591,0.0624,0.0627,0.0605,0.0564,167.31,170.26,-12.36,,129.41,24.77,-10.84,2.54,7.41,34.11,5.41,-44.35,26.33,77.53,4.18,2.66,108.23,28.17,-19.99,-1.82,8.59,42.00,-60.50,-59.22,-3.82,58.66,-5.22,-14.94,,,,,,,143.35,10.44,-20.95,-4.56,4.24,16.20
MAI,Minera Alamos Inc.,Materials,Canada,TSXV,157.48,0.460,-14.02,-16.36,-28.13,196.77,130.00,-67.14,43.61,18.09,-10.52,0.58,0.56,0.56,0.56,0.58,56.77,56.44,-0.51,,,,,,,,116.41,22.85,-42.19,-2.34,25.28,15.86,,,,,,,-133.73,-27.18,-56.85,-18.71,8.83,0.02,,,,,,,0.20,221.50,239.88,135.21,53.05,5.69
MAL,Magellan Aerospace Corporation,Industrials,Canada,TSX,317.44,7.16,-26.59,-26.88,-29.26,-51.56,-57.10,168.35,-21.43,-15.55,10.36,8.75,9.14,9.43,9.60,9.75,24.19,25.79,0.34,5.52,-7.53,-17.70,-10.70,-7.27,-2.85,-0.04,-118.53,-79.73,-66.77,-49.75,-35.70,-23.59,-44.62,-48.76,-36.80,-25.44,-15.48,-8.07,-129.49,-87.96,-77.79,-59.40,-44.00,-30.55,,,,,,,-2.34,-2.15,-0.60,5.42,6.81,10.51
MANDP,Mandeville Ventures Inc.,Financials,Canada,TSXV,0.28,0.0550,,,,,,,,,,,,,,,607.88,607.88,-664.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANN,Manning Ventures Inc.,Materials,Canada,CNSX,3.16,0.0650,-35.00,-45.83,-61.76,,,,,,,0.0757,0.0886,0.1065,0.1295,0.1637,166.23,148.35,-26.67,,,,,,,,1589.12,504.41,177.10,,,,,,,,,,1328.68,210.21,187.07,,,,,,,,,,1369.73,266.66,188.48,,,
MAPS,ProStar Holdings Inc.,Information Technology,United States,TSXV,10.31,0.1400,-70.21,-67.82,-76.27,,,,,,,0.250,0.307,0.342,0.369,0.418,77.55,86.60,-78.64,,-33.20,-23.68,-17.80,,,,97.92,55.25,101.49,,,,-37.81,-25.53,-21.92,,,,-15.19,56.02,80.36,,,,,,,,,,153.32,-33.59,-19.89,,,
MARI,Marimaca Copper Corp.,Materials,Canada,TSX,183.62,2.71,-28.12,-27.54,-31.57,8.40,-1.45,-45.80,2.71,-0.29,-5.93,3.72,3.73,3.79,3.83,3.91,50.54,55.16,-0.45,,,,,,,,146.71,27.48,16.08,33.88,3.12,11.60,-57.32,-10.28,43.69,,,,-1031.45,13.72,-8.17,39.50,4.62,9.67,,,,,,,45.66,62.56,36.17,31.12,54.04,7.68
MARUN,Marwest Apartment Real Estate Investment Trust,Financials,Canada,TSXV,10.49,0.70,-15.89,-19.72,-40.54,,,,,,,0.84,0.90,,,,80.94,78.13,-90.50,1.25,,,,,,,-872.95,,,,,,,,,,,,-4608.30,,,,,,,,,,,,3380.83,,,,,
MARV,Marvel Discovery Corp.,Materials,Canada,TSXV,6.47,0.0850,13.33,6.25,-39.29,70.00,13.33,-51.43,19.25,2.53,-6.95,0.1201,0.1105,0.1112,0.1192,0.1198,101.29,103.48,-20.81,,,,,,,,67.86,55.33,32.83,16.21,-0.25,4.46,,,,,,,63.59,49.51,31.13,15.30,0.62,8.84,,,,,,,-43.82,-9.83,0.01,1.91,2.02,-4.34
MARY,Mary Agrotechnologies Inc.,Industrials,Canada,CNSX,7.26,0.2200,,10.00,-52.17,,,,,,,0.354,,,,,125.02,154.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS,MAS Gold Corp.,Materials,Canada,TSXV,9.24,0.0600,-40.00,-40.00,-45.45,-29.41,-7.69,-50.00,-10.76,-1.58,-6.68,0.0918,0.0964,0.0992,0.1021,0.1087,71.49,61.71,-65.47,,,,,,,,675.73,160.17,170.75,130.97,48.25,42.43,,-14.49,-44.17,,,,691.71,163.90,169.43,123.57,56.58,60.95,,,,,,,1861.01,-7.70,-28.20,-13.84,-9.93,-12.35
MATE,Blockmate Ventures Inc.,Financials,Netherlands,TSXV,2.91,0.0600,-76.00,-70.73,-74.47,-57.14,-81.25,,-24.53,-28.43,,0.1791,0.2150,0.2319,0.2304,0.2286,524.10,841.62,-40.04,,-9.17,-1.38,-6.97,7.53,34.14,,-25.96,20.60,10.27,0.20,-6.15,,-17.40,-11.11,-10.71,23.87,42.30,,-32.08,17.82,3.67,-7.51,-7.47,,,,,,,,443.39,156.43,43.02,264.22,26.84,
MAU,Montage Gold Corp.,Materials,Canada,TSXV,43.30,0.495,-22.66,-28.26,-36.54,,,,,,,0.72,0.70,0.69,0.69,0.73,54.56,59.49,-0.33,,,,,,,,133.01,114.21,72.90,,,,,,,,,,126.13,115.49,72.87,,,,,,,,,,-49.95,2.96,57.76,,,
MAV,MAV Beauty Brands Inc.,Consumer Staples,Canada,TSX,21.74,0.77,-34.19,-34.75,-79.52,-87.54,,,-49.99,,,0.86,0.99,1.27,1.80,2.42,91.30,107.99,,,-6.74,-0.62,4.45,22.28,,,-48.93,-28.40,-17.18,-3.68,,,-19.85,-9.05,-1.16,13.19,,,-1600.71,389.67,110.94,78.62,,,,,,,,,-34.10,-22.42,-8.49,-14.12,,
MAW,Mawson Gold Limited,Materials,Canada,TSX,22.55,0.1000,-45.95,-37.50,-60.78,-42.86,-69.70,-93.94,-16.99,-21.21,-24.42,0.1316,0.1381,0.1479,0.1638,0.1800,95.98,104.16,-16.30,,,,,,,,-21.44,-10.26,6.75,15.22,-1.25,-0.70,,,,,,,22.48,-9.29,6.41,16.86,-0.98,-0.67,,,,,,,-4.05,30.10,16.20,24.29,19.57,9.47
MAX,Max Resource Corp.,Materials,Canada,TSXV,41.65,0.335,36.73,39.58,76.32,-53.47,-34.31,-88.83,-22.48,-8.05,-19.66,0.54,0.440,0.379,0.339,0.319,125.03,138.29,-17.81,,,,,,,,-5.14,6.44,14.57,111.82,12.76,18.94,76.17,-10.33,-22.04,,,,-2.52,3.04,13.54,104.92,12.35,16.39,,,,,,,-47.63,404.45,43.03,75.28,39.66,-5.63
MAXQ,Maritime Launch Services Inc.,Financials,Canada,NEOE,34.08,0.1100,,,,,,,,,,,,,,,128.41,128.41,-6.96,,,,,,,,380.65,86.15,,,,,,,,,,,665.78,151.95,,,,,,,,,,,-9.36,0.30,,,,
MAXX,Max Power Mining Corp.,Materials,Canada,CNSX,15.14,0.59,,,,,,,,,,,,,,,137.19,137.19,-10.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBA,CIBT Education Group Inc.,Consumer Discretionary,Canada,TSX,32.40,0.62,-1.59,-4.62,-16.22,-8.82,-16.22,158.33,-3.03,-3.47,9.94,0.59,0.60,0.62,0.64,0.66,47.45,45.83,3.45,,-2.68,-7.41,-6.68,11.01,10.16,0.38,-69.95,-42.62,-52.39,-2.30,-8.32,-10.65,-4.63,-6.51,-8.59,12.74,9.42,1.29,282.67,34.13,-38.22,3.78,-1.31,-7.09,,,,,,,0.31,6.25,8.73,30.25,33.35,27.51
MBLM,Mobilum Technologies Inc.,Information Technology,Canada,CNSX,7.41,0.0600,-79.31,-72.09,-84.62,-83.45,,,-45.03,,,0.0790,0.1192,0.1641,0.2148,0.283,132.14,137.38,-118.56,,-98.17,-86.41,,,,,-46.99,-23.63,,,,,-106.03,-72.20,,,,,-48.98,-25.15,,,,,,,,,,,479.92,-56.02,,,,
MBX,Microbix Biosystems Inc.,Health Care,Canada,TSX,52.72,0.50,-39.76,-31.51,-5.66,88.68,78.57,47.06,23.52,12.27,3.93,0.53,0.59,0.61,0.61,0.61,50.69,51.07,-17.34,,76.66,17.74,14.12,14.33,12.03,11.56,-1021.96,108.76,253.98,41.96,20.43,22.12,136.95,29.88,27.17,17.27,13.64,11.56,-151.92,906.49,-27.89,34.00,52.45,2.34,,,,,,,246.58,74.07,46.86,13.22,16.54,37.55
MCB,McCoy Global Inc.,Energy,Canada,TSX,20.61,0.95,43.94,39.71,50.79,79.25,-52.74,-70.80,21.43,-13.90,-11.57,0.96,0.87,0.85,0.84,0.80,64.57,71.41,-1.14,,-15.20,-21.63,-12.57,3.97,-16.98,-14.32,-107.21,-74.51,-56.80,-64.61,-49.46,-39.05,15.00,-25.17,-10.34,9.88,-20.66,-14.20,-287.49,318.36,2.46,-35.28,-19.12,-10.17,,,,,,,12.49,-0.44,-9.98,-12.77,-14.46,-6.49
MCFH,Pinedale Energy Limited,Energy,Canada,TSXV,9.50,0.1100,29.41,,,37.50,-71.05,,11.11,-21.93,,0.1971,,,,,119.90,119.90,,,,,,,,,-22.88,-10.58,-78.92,-38.22,-26.16,,,,,,,,-45.02,-64.24,-77.59,-29.25,-18.70,,,,,,,,111.83,-45.15,-2.17,-47.73,-13.68,
MCI,Minnova Corp.,Materials,Canada,TSXV,1.36,0.0350,-73.08,-76.67,-82.05,-65.00,-94.85,-98.16,-29.26,-44.68,-32.90,0.0903,0.1074,0.1218,0.1464,0.1703,122.86,125.33,-106.33,,,,,,,,-0.42,-13.41,-18.65,1.77,-4.65,-6.11,,,,,,,182.19,63.00,7.85,10.55,3.00,-0.36,,,,,,,14.56,6.39,5.50,15.97,10.93,10.99
MCLD,mCloud Technologies Corp.,Information Technology,Canada,TSXV,46.53,3.75,-39.42,-35.34,-40.76,-66.67,,,-30.62,,,4.23,4.67,5.16,5.49,5.36,79.63,80.68,-34.75,,-4.94,18.14,142.52,58.78,30.07,,30.42,53.81,50.94,148.38,70.52,,-4.41,21.63,133.68,59.17,31.03,,20.23,21.89,53.79,155.16,79.76,,,,,,,,-0.75,10.72,324.06,177.22,79.14,
MCMA,Matachewan Consolidated Mines Limited,Energy,Canada,TSXV,2.28,0.2400,50.00,33.33,17.07,84.62,-9.43,24.19,22.58,-1.95,2.15,0.2011,0.1761,0.1769,0.1965,0.2120,150.16,171.50,,,14.44,25.23,71.95,1.75,7.46,12.69,20.22,32.14,33.64,5.84,11.33,14.11,14.44,25.23,71.95,1.75,7.46,12.69,3.61,29.97,26.57,2.43,19.16,16.26,,,,,,,28.22,32.75,31.76,15.81,20.80,7.77
MCUR,Mind Cure Health Inc.,Health Care,Canada,CNSX,5.37,0.0750,-61.54,-62.50,-83.52,,,,,,,0.0842,0.1205,0.1654,0.2101,0.2416,111.92,145.90,0.80,,,,,,,,3022.69,,,,,,,,,,,,3123.37,,,,,,,,,,,,3042.93,,,,,
MD,Midland Exploration Inc.,Materials,Canada,TSXV,20.34,0.350,-28.57,-30.00,-49.28,-64.29,-62.77,-70.34,-29.01,-17.90,-11.43,0.460,0.471,0.498,0.53,0.57,55.42,52.15,-10.86,,751.30,145.02,22.67,13.49,2.91,-0.98,-19.08,-22.78,1.72,8.21,-3.18,6.25,751.30,145.02,22.67,13.49,2.91,-0.98,-23.94,-5.35,8.23,4.87,-8.96,0.38,,,,,,,2.23,1.04,9.62,10.01,22.94,18.21
MDA,MDA Ltd.,Industrials,Canada,TSX,680.51,7.50,-21.05,-24.24,-50.53,,,,,,,9.15,9.28,10.56,11.64,12.25,43.92,50.05,-54.10,,21.00,,,,,,-198.94,,,,,,36.38,,,,,,-112.57,,,,,,,,,,,,-94.67,,,,,
MDF,mdf commerce inc.,Communication Services,Canada,TSX,55.72,1.65,-70.74,-67.71,-84.17,-76.93,-88.23,-89.22,-38.61,-34.77,-19.94,2.87,3.52,4.05,4.83,5.84,66.51,77.44,-163.85,,27.79,19.80,9.22,6.85,6.37,7.24,177.91,381.43,16.45,-0.55,0.08,3.65,13.90,6.54,-0.56,-0.49,1.19,3.59,215.35,104.00,-2.26,8.61,6.28,9.68,,,,,,,-153.09,51.46,74.87,4.56,4.50,4.38
MDI,Major Drilling Group International Inc.,Materials,Canada,TSX,509.78,8.02,-2.91,-8.86,-2.67,94.66,-3.72,-20.48,24.81,-0.75,-2.26,10.64,9.93,9.70,9.43,9.42,47.77,50.41,-0.76,,50.53,26.08,19.12,16.69,11.39,-2.02,453.83,168.09,359.94,12.00,9.12,-6.20,118.10,51.82,39.88,18.34,11.34,-5.69,432.78,-13.20,43.52,4.91,1.09,-5.05,,,,,,,22.24,7.35,2.94,-1.07,-2.50,-2.46
MDL,Medallion Resources Ltd.,Materials,Canada,TSXV,3.23,0.0600,-53.85,-52.00,-76.47,-70.00,-50.00,-92.50,-33.01,-12.93,-22.79,0.1021,0.1066,0.1170,0.1387,0.1726,105.01,106.48,-4.57,,,,,,,,-26.55,3.21,24.63,23.46,4.34,-4.92,104.95,41.17,80.76,92.69,19.67,-1.71,-47.55,-8.61,12.58,15.68,-0.92,-7.70,,,,,,,-35.58,178.72,276.79,21.56,29.63,-5.26
MDMA,Pharmala Biotech Holdings Inc.,Health Care,Canada,CNSX,2.23,0.0350,,-63.16,,,,,,,,0.0380,,,,,173.02,163.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDNA,Medicenna Therapeutics Corp.,Health Care,Canada,TSX,78.70,1.82,-13.33,-6.19,-50.14,17.42,1.11,,5.49,0.22,,1.49,1.70,1.96,2.17,2.50,74.58,83.46,-3.98,,,,,,,,29.19,65.10,68.14,30.60,60.22,,,,,,,,30.59,65.16,68.63,24.23,60.21,,,,,,,,-45.45,-24.12,101.59,25.91,171.01,
MDP,Medexus Pharmaceuticals Inc.,Health Care,Canada,TSX,27.43,1.79,-29.80,-33.70,-76.45,-59.87,-59.55,,-26.20,-16.53,,2.65,2.72,2.82,3.13,3.84,71.91,41.28,-81.05,,-3.71,17.55,41.41,72.84,63.48,,-1793.02,230.21,179.72,35.37,17.38,,-8.01,12.36,34.28,73.90,59.18,,-89.81,-21.74,-17.14,14.43,-4.60,,,,,,,,0.67,11.82,46.30,154.80,61.08,
ME,Moneta Gold Inc.,Materials,Canada,TSX,113.31,1.55,-24.39,-20.92,-33.76,146.03,66.67,61.46,34.93,10.74,4.90,2.18,2.10,2.01,2.02,2.06,51.20,49.42,-1.90,,,,,,,,159.20,94.30,56.09,37.84,28.58,9.64,,,,,,,214.04,101.32,51.76,35.74,26.97,8.52,,,,,,,995.40,254.76,162.45,48.64,62.84,40.00
MEAT,Modern Plant Based Foods Inc.,Consumer Staples,Canada,CNSX,26.33,0.69,39.39,-5.48,-52.08,130.00,6800.00,,25.72,132.90,,0.54,0.58,0.84,1.10,1.20,131.17,130.17,-10.04,,2659.58,,,,,,191.49,111.60,,,,,37209.64,,,,,,19.83,144.32,,,,,,,,,,,-80.66,7.19,,,,
MEDA,Medaro Mining Corp.,Materials,Canada,CNSX,13.49,0.315,-68.81,-66.84,-73.08,,,,,,,0.58,0.68,0.71,0.78,0.81,85.73,85.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDI,Wellbeing Digital Sciences Inc.,Health Care,Canada,NEOE,2.99,0.0300,-90.91,-87.50,,,,,,,,0.1262,0.1917,,,,254.46,267.34,-4.78,,,,,,,,1312.23,320.39,230.81,,,,,,,,,,-2932.10,120.25,380.79,,,,,,,,,,-221.69,25.94,41.51,,,
MEDV,Medivolve Inc.,Health Care,Canada,NEOE,9.44,0.0300,-61.29,-60.00,-81.25,-79.31,0.00,-98.24,-37.61,0.00,-33.17,0.0479,0.0586,0.0607,0.0750,0.0915,164.86,169.60,-106.32,,720.40,,1600.95,,,,-207.41,111.65,125.40,66.74,27.33,18.60,693.87,,1175.01,,,,-82.50,55.95,110.22,54.08,18.30,13.64,,,,,,,-221.14,179.06,50.36,49.25,58.00,1.73
MEG,MEG Energy Corp.,Energy,Canada,TSX,3883.22,16.24,38.80,13.88,99.02,192.09,330.77,-54.25,42.85,33.86,-7.51,18.98,17.21,15.65,14.14,13.17,54.49,61.12,-0.21,,88.53,4.84,16.50,18.34,6.23,15.34,-446.33,44.40,82.41,12.01,1.88,11.37,272.07,9.21,24.33,22.14,2.80,11.86,-179.27,113.65,33.48,-7.97,15.13,16.06,,,,,,,8.69,-0.53,-0.61,3.06,-2.94,-0.37
MEGA,MegaWatt Lithium and Battery Metals Corp.,Materials,Canada,CNSX,3.93,0.0650,-35.00,-69.77,-78.33,,,,,,,0.1131,0.1302,0.1417,0.1687,0.1983,109.96,102.92,-26.94,,,,,,,,2956.33,1812.58,822.26,,,,,,,,,,2077.74,963.39,741.26,,,,,,,,,,253.10,428.28,285.99,,,
MEK,Metals Creek Resources Corp.,Materials,Canada,TSXV,12.64,0.1100,-37.14,-48.84,-29.03,175.00,69.23,-77.55,40.02,11.08,-13.86,0.1315,0.1460,0.1431,0.1429,0.1479,108.35,126.88,3.49,,,,,,,,127.54,38.68,18.39,6.90,-10.18,-0.36,,,,,,,-151.40,-26.84,-24.11,-12.09,-27.91,-8.80,,,,,,,53.79,38.99,22.71,14.99,12.89,1.39
MEND,Nurosene Health Inc.,Consumer Staples,Canada,CNSX,16.68,0.52,-52.73,-30.67,-74.00,,,,,,,0.485,0.70,0.96,1.18,,119.88,147.64,-39.07,,,,,,,,2031.90,158745.66,,,,,,,,,,,1638.45,159341.85,,,,,,,,,,,334.91,,,,,
MENE,Mene Inc.,Consumer Discretionary,Canada,TSXV,126.17,0.64,-20.00,-7.25,-18.99,6.67,,,2.17,,,0.61,0.65,0.70,0.69,0.67,85.11,90.32,-0.12,,26.71,43.17,51.60,,,,-126.63,-76.43,-61.42,,,,25.41,54.35,69.12,,,,-99.02,-93.05,-83.27,,,,,,,,,,47.25,3.32,-4.36,,,
